Plot,Area_m2,Border_length,Lenght,Width,Border Index,GSCI,PFD,FD,FDI,Asymmetry,Elliptic_Fit,Density,Radius_of_largest enclosed ellipse,Rectangular fit,LengthWidt,Radius_of_smallest enclosed ellipse,Shape_index,Compactnes,Roundness,Number_of_pixel
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.60,0.75,1.20,1.22,0.77,1.33,0.94,1.24,1.50,0.27,8.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.16,2.40,5.29,9.14,0.08,1.69,-0.96,0.56,0.43,0.63,0.50,1.33,1.38,0.69,1.75,0.63,1.50,1.75,0.76,16.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.10,1.60,3.50,8.17,0.07,1.43,-0.41,0.80,0.69,0.26,0.60,1.32,1.04,0.84,1.22,0.95,1.26,1.57,0.09,10.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,3.61,20.20,19.60,339.12,0.03,3.00,4.68,2.52,2.71,0.10,0.26,1.66,1.80,0.61,1.06,0.04,2.66,2.83,1.77,361.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.07,1.40,3.74,3.50,0.10,1.49,-0.25,0.79,0.70,0.64,1.00,1.13,1.00,0.87,2.00,0.61,1.32,1.14,0.39,7.00
13,0.91,5.20,9.54,91.00,0.03,1.54,-34.96,-5.56,-8.13,0.05,0.65,1.85,1.50,0.83,1.00,0.75,1.36,1.86,0.75,91.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
13,4.82,27.60,35.08,188.79,0.06,3.55,4.22,2.46,2.61,0.87,0.12,1.18,2.09,0.54,2.55,0.27,3.14,3.00,1.82,482.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.09,1.40,3.46,6.75,0.07,1.32,-0.28,0.87,0.77,0.54,0.56,1.27,1.06,0.79,1.33,0.81,1.17,1.33,0.25,9.00
13,0.05,1.20,3.16,2.50,0.11,1.51,-0.12,0.80,0.72,0.65,1.00,1.03,1.00,0.73,2.00,0.96,1.34,1.60,0.04,5.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.30,3.80,8.23,13.29,0.09,1.96,-2.22,0.09,-0.12,0.76,0.47,1.29,1.44,0.70,2.26,0.62,1.73,2.19,0.81,30.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
13,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
13,0.05,1.20,3.16,2.50,0.11,1.51,-0.12,0.80,0.72,0.74,0.20,1.02,1.03,0.67,2.00,0.75,1.34,1.60,0.28,5.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.14,2.80,6.64,4.45,0.13,2.11,-1.05,0.36,0.24,0.89,0.57,1.05,1.14,0.72,3.14,0.59,1.87,1.86,0.56,14.00
13,0.09,1.60,3.00,9.00,0.07,1.50,-0.39,0.76,0.66,0.60,0.56,1.22,1.31,0.74,1.00,0.80,1.33,1.78,0.51,9.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.31,3.80,7.20,18.52,0.07,1.93,-2.28,0.09,-0.12,0.59,0.68,1.47,1.34,0.76,1.67,0.44,1.71,1.91,0.90,31.00
13,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
13,0.05,1.20,3.16,2.50,0.11,1.51,-0.12,0.80,0.72,0.77,0.20,0.97,1.12,0.72,2.00,0.90,1.34,1.60,0.22,5.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.29,3.20,7.62,14.50,0.07,1.68,-1.88,0.36,0.17,0.69,0.59,1.44,1.35,0.75,2.00,0.72,1.49,1.72,0.63,29.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,2.79,16.60,21.31,171.45,0.04,2.80,5.48,2.77,3.01,0.57,0.39,1.64,1.66,0.66,1.63,0.42,2.48,2.50,1.23,279.00
13,12.76,37.80,37.36,1166.69,0.02,2.99,2.85,1.76,1.86,0.14,0.51,2.05,1.39,0.77,1.09,0.40,2.65,2.11,0.99,1276.00
13,0.26,2.80,6.92,14.12,0.07,1.55,-1.53,0.53,0.35,0.58,0.77,1.49,1.20,0.82,1.84,0.86,1.37,1.71,0.34,26.00
13,0.47,3.80,9.21,26.07,0.05,1.56,-3.54,0.14,-0.18,0.58,0.83,1.65,1.21,0.85,1.80,0.82,1.39,1.65,0.39,47.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.70,4.80,9.54,53.85,0.04,1.62,-8.80,-1.02,-1.70,0.24,0.69,1.82,1.30,0.80,1.30,0.72,1.43,1.86,0.58,70.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,2.81,16.00,23.68,140.79,0.05,2.69,5.37,2.68,2.92,0.83,0.17,1.33,1.87,0.57,2.00,0.38,2.39,2.95,1.49,281.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.19,2.40,4.77,15.83,0.06,1.55,-1.05,0.62,0.47,0.34,0.68,1.51,1.16,0.83,1.20,0.92,1.38,1.58,0.24,19.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.24,3.40,9.09,6.97,0.11,1.96,-1.72,0.23,0.06,0.90,0.83,1.18,1.12,0.79,3.45,0.91,1.74,1.68,0.22,24.00
13,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,2.96,18.80,26.33,126.40,0.06,3.08,5.41,2.85,3.07,0.78,0.37,1.45,1.58,0.69,2.34,0.17,2.73,2.14,1.41,296.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,1.42,9.60,16.01,78.64,0.05,2.27,12.90,4.99,5.68,0.62,0.34,1.54,1.60,0.68,1.81,0.41,2.01,2.31,1.19,142.00
13,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,3.10,19.80,21.46,208.59,0.04,3.17,5.28,2.83,3.04,0.39,0.16,1.45,2.24,0.57,1.49,0.57,2.81,3.80,1.68,310.00
13,7.39,35.00,47.32,243.89,0.06,3.63,3.56,2.17,2.29,0.93,0.30,1.17,1.88,0.63,3.03,0.12,3.22,3.37,1.77,739.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
13,0.22,2.60,4.69,22.00,0.05,1.56,-1.26,0.57,0.41,0.41,0.45,1.47,1.36,0.73,1.00,0.65,1.39,1.64,0.71,22.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.43,4.40,9.27,21.50,0.07,1.89,-3.51,-0.23,-0.51,0.67,0.63,1.52,1.36,0.78,2.00,0.60,1.68,1.67,0.76,43.00
13,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.06,1.40,3.33,3.24,0.11,1.61,-0.24,0.75,0.66,0.66,0.67,1.04,1.08,0.68,1.85,0.60,1.43,1.87,0.48,6.00
13,2.04,10.80,17.20,140.67,0.03,2.13,6.68,2.79,3.13,0.24,0.67,1.96,1.37,0.80,1.45,0.65,1.89,1.94,0.71,204.00
13,0.13,2.00,4.16,9.78,0.07,1.56,-0.68,0.68,0.56,0.32,0.69,1.39,1.10,0.83,1.33,0.92,1.39,1.64,0.17,13.00
13,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
13,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
13,0.14,2.40,4.58,9.33,0.09,1.81,-0.89,0.52,0.40,0.37,0.29,1.27,1.21,0.62,1.50,0.49,1.60,1.71,0.72,14.00
13,0.12,1.60,4.47,7.20,0.07,1.30,-0.44,0.86,0.75,0.45,0.83,1.38,1.08,0.85,1.67,0.86,1.15,1.25,0.22,12.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
13,0.19,2.80,6.21,9.35,0.09,1.81,-1.24,0.43,0.28,0.66,0.68,1.35,1.21,0.82,2.03,0.84,1.61,1.69,0.37,19.00
13,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
14,0.10,1.80,4.75,4.44,0.10,1.61,-0.51,0.69,0.59,0.76,0.80,1.16,1.05,0.80,2.25,0.62,1.42,1.59,0.43,10.00
14,0.10,1.60,3.16,10.00,0.06,1.43,-0.41,0.80,0.69,0.21,1.00,1.34,1.00,0.75,1.00,0.91,1.26,1.60,0.09,10.00
14,1.44,13.00,19.84,52.67,0.09,3.06,14.07,6.46,7.13,0.84,0.31,1.30,1.54,0.64,2.73,0.25,2.71,2.45,1.28,144.00
14,0.08,1.40,3.43,5.44,0.08,1.40,-0.27,0.83,0.74,0.42,1.00,1.25,1.00,0.85,1.47,0.94,1.24,1.46,0.06,8.00
14,0.10,1.80,3.54,8.00,0.08,1.61,-0.51,0.69,0.59,0.44,0.40,1.17,1.47,0.71,1.25,0.36,1.42,2.00,1.11,10.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
14,0.11,2.00,4.89,5.05,0.10,1.70,-0.63,0.63,0.52,0.75,0.64,1.19,1.10,0.79,2.18,0.94,1.51,1.66,0.16,11.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.13,2.00,4.03,10.40,0.07,1.56,-0.68,0.68,0.56,0.35,0.69,1.38,1.08,0.81,1.25,0.73,1.39,1.54,0.35,13.00
14,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
14,2.60,16.20,20.26,164.67,0.04,2.83,5.83,2.93,3.18,0.46,0.46,1.81,1.66,0.75,1.58,0.37,2.51,2.19,1.29,260.00
14,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
14,0.40,3.80,8.72,21.04,0.06,1.69,-2.91,0.11,-0.15,0.70,0.55,1.45,1.30,0.77,1.90,0.57,1.50,1.74,0.73,40.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,1.17,6.60,11.22,108.64,0.03,1.72,24.04,6.38,7.92,0.19,0.71,1.92,1.27,0.83,1.08,0.52,1.53,1.56,0.75,117.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
14,0.76,10.80,16.99,20.00,0.15,3.49,-17.34,-7.24,-8.12,0.93,0.00,0.80,2.17,0.39,3.80,0.11,3.10,3.79,2.06,76.00
14,0.12,2.40,4.65,6.65,0.11,1.95,-0.83,0.48,0.37,0.70,0.00,1.11,1.30,0.60,1.81,0.31,1.73,2.15,0.99,12.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.22,3.40,7.68,8.20,0.11,2.04,-1.62,0.21,0.06,0.85,0.64,1.18,1.32,0.74,2.68,0.51,1.81,1.84,0.81,22.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
14,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
14,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
14,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
